direction,entryTime,entryPrice,exitTime,exitPrice,qty,leverage,initialStopLoss,finalStopLoss,exitReason,grossPnL,fees,netPnL,balanceAfter,strengthPct,strengthCloses,highestClose,lowestClose,atrAtEntry,emaShortAtEntry,emaLongAtEntry
long,1768654980000,143.69,1768751640000,141.91461816,56.32591128,7,141.91461816,141.91461816,stop_loss,-100.00000001,6.43477616,-106.43477617,9893.56522383,0.520436,[141.75,141.58,141.46,144.86,144.11],144.86,141.46,0.8781527365774807,142.7578954002064,142.5528981751516
long,1770231420000,92.31,1770232680000,93.67925,35.67407416,7,89.53667919,93.67925,trailing_stop,48.84672604,2.65399771,46.19272833,9939.75795217,0.661103,[90.7,90.43,92.88,92.24,92.27],92.88,90.43,1.0933283243370475,91.68882510768856,91.57946976528895
short,1770355260000,79.01,1770357960000,80.00229686,100.16919687,7,80.00229686,80.00229686,stop_loss,-99.39757952,6.37125363,-105.76883315,9833.98911901,0.88854,[77.8,76.49,75.85,76.3,76.53],77.8,75.85,1.3889187433818084,76.7881199634522,76.80882107638524
